"DATE","RENTED_BIKE_COUNT","HOUR","TEMPERATURE","HUMIDITY","WIND_SPEED","VISIBILITY","DEW_POINT_TEMPERATURE","SOLAR_RADIATION","RAINFALL","SNOWFALL","SEASONS","HOLIDAY","FUNCTIONING_DAY"
"02/12/2017",0.0917276308384918,0,0.27972027972028,0.887755102040816,0.148648648648649,0.490116573745565,0.467128027681661,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0861001688238604,1,0.272727272727273,0.877551020408163,0.0810810810810811,0.488089204257476,0.456747404844291,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0731570061902082,2,0.26048951048951,0.877551020408163,0.202702702702703,0.622909275215408,0.444636678200692,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0464265616207091,3,0.25,0.826530612244898,0.297297297297297,0.605169792194628,0.422145328719723,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0244794597636466,4,0.244755244755245,0.806122448979592,0.27027027027027,0.577800304105423,0.410034602076125,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0216657287563309,5,0.241258741258741,0.806122448979592,0.202702702702703,0.595539787126204,0.406574394463668,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0191333708497468,6,0.236013986013986,0.836734693877551,0.283783783783784,0.583375570197669,0.410034602076125,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0405177265053461,7,0.234265734265734,0.826530612244898,0.337837837837838,0.633046122655854,0.406574394463668,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0610579628587507,8,0.237762237762238,0.806122448979592,0.283783783783784,0.714140902179422,0.403114186851211,0.00284090909090909,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0917276308384918,9,0.26048951048951,0.693877551020408,0.216216216216216,0.73998986315256,0.392733564013841,0.0852272727272727,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0934158694428813,10,0.304195804195804,0.581632653061224,0.216216216216216,0.64977192093259,0.394463667820069,0.227272727272727,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.108610016882386,11,0.344405594405594,0.5,0.243243243243243,0.698935631018753,0.396193771626298,0.284090909090909,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.134214969048959,12,0.386363636363636,0.418367346938776,0.175675675675676,0.830714647744551,0.394463667820069,0.309659090909091,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.169949352841868,13,0.416083916083916,0.36734693877551,0.243243243243243,0.888494678155094,0.392733564013841,0.318181818181818,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.171356218345526,14,0.438811188811189,0.357142857142857,0.175675675675676,0.977192093258996,0.406574394463668,0.28125,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.165166010129432,15,0.444055944055944,0.418367346938776,0.310810810810811,0.976178408514952,0.44636678200692,0.210227272727273,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.173325830050647,16,0.423076923076923,0.489795918367347,0.351351351351351,0.972123669538774,0.463667820069204,0.0625,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.160382667416995,17,0.416083916083916,0.520408163265306,0.337837837837838,0.944754181449569,0.472318339100346,0.0170454545454545,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.137028700056275,18,0.407342657342657,0.540816326530612,0.202702702702703,0.846426761277243,0.472318339100346,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.107765897580191,19,0.398601398601399,0.530612244897959,0.310810810810811,0.830714647744551,0.460207612456747,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.100450196961171,20,0.391608391608392,0.520408163265306,0.162162162162162,0.789660415610745,0.449826989619377,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.105514912774339,21,0.382867132867133,0.561224489795918,0.162162162162162,0.72022301064369,0.458477508650519,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.0990433314575127,22,0.372377622377622,0.551020408163265,0.202702702702703,0.719209325899645,0.444636678200692,0,0,0,"Winter","No Holiday","Yes"
"02/12/2017",0.102419808666292,23,0.381118881118881,0.571428571428571,0.135135135135135,0.671566142929549,0.460207612456747,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0956668542487338,0,0.381118881118881,0.591836734693878,0.189189189189189,0.6431829700963,0.468858131487889,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0633089476646033,1,0.379370629370629,0.704081632653061,0.22972972972973,0.232133806386214,0.508650519031142,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0635903207653348,2,0.368881118881119,0.806122448979592,0.189189189189189,0.406994424733908,0.529411764705882,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0323579065841305,3,0.370629370629371,0.724489795918367,0.216216216216216,0.498732894069944,0.506920415224913,0,0.0142857142857143,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0208216094541362,4,0.372377622377622,0.744897959183674,0.135135135135135,0.523568170299037,0.515570934256055,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0084411930219471,5,0.379370629370629,0.76530612244898,0.256756756756757,0.449569183983781,0.527681660899654,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.00309510410804727,6,0.370629370629371,0.877551020408163,0.337837837837838,0.127217435377598,0.550173010380623,0,0.0285714285714286,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0056274620146314,7,0.365384615384615,0.928571428571429,0.162162162162162,0.0516979219462747,0.558823529411765,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0233539673607203,8,0.367132867132867,0.938775510204082,0.243243243243243,0.109984794728839,0.56401384083045,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0422059651097355,9,0.372377622377622,0.928571428571429,0.243243243243243,0.103395843892549,0.565743944636678,0.00568181818181818,0.0714285714285714,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0557118739448509,10,0.388111888111888,0.908163265306122,0.297297297297297,0.116573745565129,0.576124567474048,0.0681818181818182,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0762521102982555,11,0.40034965034965,0.887755102040816,0.189189189189189,0.149011657374557,0.583044982698962,0.0710227272727273,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0931344963421497,12,0.412587412587413,0.86734693877551,0.22972972972973,0.163203243791181,0.588235294117647,0.122159090909091,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.138716938660664,13,0.43006993006993,0.826530612244898,0.256756756756757,0.183983781044095,0.593425605536332,0.170454545454545,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.157850309510411,14,0.444055944055944,0.775510204081633,0.162162162162162,0.200202736948809,0.591695501730104,0.196022727272727,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.174169949352842,15,0.451048951048951,0.744897959183674,0.216216216216216,0.205778003041054,0.588235294117647,0.150568181818182,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.167698368036016,16,0.444055944055944,0.785714285714286,0.216216216216216,0.188545362392296,0.595155709342561,0.0568181818181818,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.152785593697243,17,0.428321678321678,0.836734693877551,0.202702702702703,0.167764825139382,0.595155709342561,0.0142045454545455,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.124085537422622,18,0.416083916083916,0.857142857142857,0.256756756756757,0.15205271160669,0.588235294117647,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.118176702307259,19,0.410839160839161,0.86734693877551,0.22972972972973,0.142929548910289,0.586505190311419,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.11114237478897,20,0.402097902097902,0.887755102040816,0.189189189189189,0.11454637607704,0.58477508650519,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.107765897580191,21,0.393356643356643,0.887755102040816,0.162162162162162,0.111505321844906,0.576124567474048,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0979178390545864,22,0.386363636363636,0.908163265306122,0.243243243243243,0.0881905727318804,0.57439446366782,0,0,0,"Winter","No Holiday","Yes"
"03/12/2017",0.0846933033202026,23,0.379370629370629,0.918367346938776,0.175675675675676,0.0846426761277243,0.570934256055363,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0796285875070343,0,0.384615384615385,0.897959183673469,0.0810810810810811,0.0957932083122149,0.569204152249135,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0517726505346089,1,0.386363636363636,0.887755102040816,0.0675675675675676,0.0983274201723264,0.569204152249135,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0309510410804727,2,0.388111888111888,0.887755102040816,0.243243243243243,0.0912316269640142,0.570934256055363,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0177265053460889,3,0.374125874125874,0.86734693877551,0.310810810810811,0.0907247845919919,0.551903114186851,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0109735509285312,4,0.36013986013986,0.908163265306122,0.202702702702703,0.052204764318297,0.548442906574395,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0225098480585256,5,0.346153846153846,0.846938775510204,0.364864864864865,0.11454637607704,0.520761245674741,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0557118739448509,6,0.332167832167832,0.775510204081633,0.5,0.174353775975672,0.486159169550173,0,0.00285714285714285,0,"Winter","No Holiday","Yes"
"04/12/2017",0.139561057962859,7,0.314685314685315,0.693877551020408,0.459459459459459,0.342118601115053,0.442906574394464,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.263083849184018,8,0.297202797202797,0.704081632653061,0.472972972972973,0.469842878864673,0.430795847750865,0.00284090909090909,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.142656162070906,9,0.284965034965035,0.479591836734694,0.567567567567568,0.943233654333502,0.333910034602076,0.0625,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0869442881260551,10,0.291958041958042,0.408163265306122,0.608108108108108,1,0.304498269896194,0.181818181818182,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.106077658975802,11,0.302447552447552,0.418367346938776,0.554054054054054,0.898124683223517,0.320069204152249,0.267045454545455,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.110016882386044,12,0.305944055944056,0.387755102040816,0.648648648648649,0.910288900152053,0.306228373702422,0.315340909090909,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.109454136184581,13,0.311188811188811,0.306122448979592,0.72972972972973,0.968575772934617,0.261245674740484,0.332386363636364,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0945413618458075,14,0.312937062937063,0.275510204081633,0.608108108108108,1,0.240484429065744,0.309659090909091,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0953854811480023,15,0.309440559440559,0.255102040816327,0.783783783783784,1,0.221453287197232,0.25,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.104952166572876,16,0.307692307692308,0.23469387755102,0.635135135135135,1,0.204152249134948,0.15625,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.144344400675295,17,0.288461538461538,0.26530612244898,0.716216216216216,1,0.21280276816609,0.0511363636363636,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.226505346088914,18,0.274475524475524,0.295918367346939,0.527027027027027,1,0.22318339100346,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.159257175014069,19,0.26048951048951,0.326530612244898,0.432432432432432,1,0.230103806228374,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.111423747889702,20,0.248251748251748,0.387755102040816,0.405405405405405,1,0.256055363321799,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.11114237478897,21,0.230769230769231,0.438775510204082,0.608108108108108,1,0.264705882352941,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0987619583567811,22,0.218531468531469,0.459183673469388,0.337837837837838,1,0.264705882352941,0,0,0,"Winter","No Holiday","Yes"
"04/12/2017",0.0692177827799662,23,0.20979020979021,0.448979591836735,0.324324324324324,1,0.250865051903114,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.060213843556556,0,0.204545454545455,0.428571428571429,0.351351351351351,1,0.237024221453287,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0551491277433877,1,0.197552447552448,0.418367346938776,0.378378378378378,1,0.224913494809689,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0343275182892515,2,0.192307692307692,0.418367346938776,0.337837837837838,1,0.221453287197232,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0168823860438942,3,0.190559440559441,0.397959183673469,0.27027027027027,1,0.209342560553633,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0112549240292628,4,0.185314685314685,0.346938775510204,0.405405405405405,1,0.176470588235294,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0225098480585256,5,0.181818181818182,0.336734693877551,0.351351351351351,1,0.167820069204152,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0478334271243669,6,0.181818181818182,0.346938775510204,0.432432432432432,1,0.173010380622837,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.106640405177265,7,0.18006993006993,0.336734693877551,0.297297297297297,1,0.166089965397924,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.227912211592572,8,0.16958041958042,0.36734693877551,0.216216216216216,1,0.174740484429066,0.00284090909090909,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.129431626336522,9,0.178321678321678,0.316326530612245,0.175675675675676,0.98682209832742,0.152249134948097,0.0596590909090909,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0751266178953292,10,0.215034965034965,0.26530612244898,0.378378378378378,0.983274201723264,0.14878892733564,0.181818181818182,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0934158694428813,11,0.243006993006993,0.255102040816327,0,0.979219462747086,0.166089965397924,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0897580191333709,12,0.270979020979021,0.255102040816327,0,0.980739989863153,0.188581314878893,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0908835115362971,13,0.283216783216783,0.275510204081633,0,0.977192093258996,0.214532871972318,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0934158694428813,14,0.291958041958042,0.285714285714286,0,1,0.230103806228374,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.0987619583567811,15,0.298951048951049,0.285714285714286,0,1,0.237024221453287,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.12183455261677,16,0.302447552447552,0.306122448979592,0,1,0.252595155709343,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.148283624085537,17,0.283216783216783,0.357142857142857,0,1,0.268166089965398,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.221440630275746,18,0.265734265734266,0.408163265306122,0,1,0.280276816608997,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.167416994935284,19,0.255244755244755,0.459183673469388,0,1,0.295847750865052,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.117051209904333,20,0.25,0.469387755102041,0,1,0.29757785467128,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.116207090602138,21,0.246503496503497,0.479591836734694,0,1,0.299307958477509,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.110016882386044,22,0.262237762237762,0.5,0,1,0.321799307958478,0,0,0,"Winter","No Holiday","Yes"
"05/12/2017",0.06809229037704,23,0.267482517482518,0.602040816326531,0,0.599594526102382,0.366782006920415,0,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.0402363534046145,0,0.262237762237762,0.785714285714286,0,0.15408008109478,0.422145328719723,0,0.00285714285714285,0.0113636363636364,"Winter","No Holiday","Yes"
"06/12/2017",0.0399549803038829,1,0.258741258741259,0.806122448979592,0,0.134820070957932,0.423875432525952,0,0,0.0340909090909091,"Winter","No Holiday","Yes"
"06/12/2017",0.0323579065841305,2,0.258741258741259,0.806122448979592,0,0.930055752660922,0.423875432525952,0,0,0.0454545454545454,"Winter","No Holiday","Yes"
"06/12/2017",0.0213843556555993,3,0.255244755244755,0.795918367346939,0,0.902686264571718,0.418685121107267,0,0.00571428571428571,0.0454545454545454,"Winter","No Holiday","Yes"
"06/12/2017",0.0157568936409679,4,0.251748251748252,0.76530612244898,0,0.990876837303598,0.404844290657439,0,0,0.0454545454545454,"Winter","No Holiday","Yes"
"06/12/2017",0.0239167135621834,5,0.248251748251748,0.775510204081633,0,0.966548403446528,0.404844290657439,0,0,0.0454545454545454,"Winter","No Holiday","Yes"
"06/12/2017",0.0393922341024198,6,0.246503496503497,0.775510204081633,0,0.931069437404967,0.403114186851211,0,0,0.0454545454545454,"Winter","No Holiday","Yes"
"06/12/2017",0.106077658975802,7,0.237762237762238,0.785714285714286,0,0.868727825646224,0.397923875432526,0,0,0.0340909090909091,"Winter","No Holiday","Yes"
"06/12/2017",0.225098480585256,8,0.237762237762238,0.795918367346939,0,0.755701976685251,0.401384083044983,0.00284090909090909,0,0.0227272727272727,"Winter","No Holiday","Yes"
"06/12/2017",0.123241418120428,9,0.253496503496503,0.714285714285714,0,0.657374556512925,0.392733564013841,0.0710227272727273,0,0.0227272727272727,"Winter","No Holiday","Yes"
"06/12/2017",0.0858187957231289,10,0.295454545454545,0.653061224489796,0,0.606690319310694,0.411764705882353,0.178977272727273,0,0.0227272727272727,"Winter","No Holiday","Yes"
"06/12/2017",0.106640405177265,11,0.339160839160839,0.581632653061224,0.162162162162162,0.62544348707552,0.42560553633218,0.264204545454545,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.113393359594823,12,0.353146853146853,0.530612244897959,0.121621621621622,0.606690319310694,0.418685121107267,0.306818181818182,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.123804164321891,13,0.384615384615385,0.479591836734694,0.148648648648649,0.730866700456158,0.423875432525952,0.3125,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.11648846370287,14,0.407342657342657,0.346938775510204,0.135135135135135,0.982767359351242,0.3719723183391,0.272727272727273,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.115362971299944,15,0.407342657342657,0.316326530612245,0.418918918918919,0.983781044095286,0.35121107266436,0.204545454545455,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.138998311761396,16,0.403846153846154,0.377551020408163,0.391891891891892,1,0.387543252595156,0.102272727272727,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.0666854248733821,17,0.382867132867133,0.612244897959184,0.337837837837838,0.779523568170299,0.47923875432526,0.0284090909090909,0,0,"Winter","No Holiday","Yes"
"06/12/2017",0.0568373663477771,18,0.340909090909091,0.918367346938776,0.135135135135135,0.0197668525088697,0.532871972318339,0,0.00857142857142857,0.0340909090909091,"Winter","No Holiday","Yes"
"06/12/2017",0.0571187394485087,19,0.332167832167832,0.938775510204082,0.0945945945945946,0.0775468829194121,0.529411764705882,0,0,0.113636363636364,"Winter","No Holiday","Yes"
"06/12/2017",0.0528981429375352,20,0.332167832167832,0.959183673469388,0.0810810810810811,0.101875316776483,0.534602076124568,0,0,0.113636363636364,"Winter","No Holiday","Yes"
"06/12/2017",0.0458638154192459,21,0.33041958041958,0.938775510204082,0.0675675675675676,0.105423213380639,0.529411764705882,0,0.02,0.113636363636364,"Winter","No Holiday","Yes"
"06/12/2017",0.0619020821609454,22,0.333916083916084,0.938775510204082,0.0810810810810811,0.104409528636594,0.531141868512111,0,0,0.113636363636364,"Winter","No Holiday","Yes"
"06/12/2017",0.0537422622397299,23,0.333916083916084,0.938775510204082,0.0810810810810811,0.0922453117080588,0.531141868512111,0,0,0.113636363636364,"Winter","No Holiday","Yes"
"07/12/2017",0.0551491277433877,0,0.335664335664336,0.938775510204082,0.0675675675675676,0.10795742524075,0.532871972318339,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.0607765897580191,1,0.337412587412587,0.938775510204082,0.0540540540540541,0.10136847440446,0.534602076124568,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.0413618458075408,2,0.335664335664336,0.938775510204082,0.0945945945945946,0.0714647744551444,0.532871972318339,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.028137310073157,3,0.344405594405594,0.928571428571429,0.189189189189189,0.0968068930562595,0.538062283737024,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.0168823860438942,4,0.339160839160839,0.938775510204082,0.0945945945945946,0.0466294982260517,0.536332179930796,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.0227912211592572,5,0.337412587412587,0.938775510204082,0.148648648648649,0.0750126710593006,0.534602076124568,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.0379853685987619,6,0.328671328671329,0.948979591836735,0.0675675675675676,0.0613279270146984,0.529411764705882,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.102701181767023,7,0.316433566433566,0.948979591836735,0.0675675675675676,0.0739989863152559,0.517301038062284,0,0,0.102272727272727,"Winter","No Holiday","Yes"
"07/12/2017",0.211592571750141,8,0.307692307692308,0.979591836734694,0.108108108108108,0.0739989863152559,0.517301038062284,0.00284090909090909,0,0.0909090909090909,"Winter","No Holiday","Yes"
"07/12/2017",0.116207090602138,9,0.312937062937063,0.928571428571429,0.108108108108108,0.120628484541308,0.51038062283737,0.0397727272727273,0,0.0909090909090909,"Winter","No Holiday","Yes"
"07/12/2017",0.0897580191333709,10,0.33041958041958,0.846938775510204,0.0945945945945946,0.143943233654334,0.505190311418685,0.116477272727273,0,0.0795454545454545,"Winter","No Holiday","Yes"
"07/12/2017",0.0931344963421497,11,0.351398601398601,0.704081632653061,0.22972972972973,0.304612265585403,0.480968858131488,0.178977272727273,0,0.0681818181818182,"Winter","No Holiday","Yes"
"07/12/2017",0.120709060213844,12,0.375874125874126,0.663265306122449,0.324324324324324,0.408514951849975,0.491349480968858,0.278409090909091,0,0.0340909090909091,"Winter","No Holiday","Yes"
"07/12/2017",0.110298255486775,13,0.382867132867133,0.377551020408163,0.418918918918919,0.881905727318804,0.368512110726644,0.323863636363636,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.109172763083849,14,0.388111888111888,0.36734693877551,0.364864864864865,0.987328940699442,0.366782006920415,0.295454545454545,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.120427687113112,15,0.381118881118881,0.357142857142857,0.418918918918919,0.980739989863153,0.354671280276817,0.238636363636364,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.131963984243106,16,0.367132867132867,0.387755102040816,0.391891891891892,0.907247845919919,0.36159169550173,0.144886363636364,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.154755205402364,17,0.347902097902098,0.510204081632653,0.27027027027027,0.713127217435378,0.404844290657439,0.0426136363636364,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.223128868880135,18,0.323426573426573,0.469387755102041,0.364864864864865,0.775975671566143,0.363321799307958,0,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.142093415869443,19,0.304195804195804,0.479591836734694,0.337837837837838,0.629498226051698,0.35121107266436,0,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.109172763083849,20,0.286713286713287,0.479591836734694,0.337837837837838,0.807399898631526,0.335640138408305,0,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.112549240292628,21,0.272727272727273,0.469387755102041,0.297297297297297,0.987328940699442,0.318339100346021,0,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.108891389983118,22,0.263986013986014,0.489795918367347,0.351351351351351,0.920932589964521,0.318339100346021,0,0,0,"Winter","No Holiday","Yes"
"07/12/2017",0.0723128868880135,23,0.255244755244755,0.510204081632653,0.283783783783784,0.94272681196148,0.320069204152249,0,0,0,"Winter","No Holiday","Yes"
